Pagina,Views,Uniche,Tempo,Entrate,Rimbalzo,uscita,Valore,Author,title,Date
/innovazione/scienze/cosa-sono-i-reattori-nucleari-di-quarta-generazione-e-come-funzionano/,10315,9259,"386,02",8866,"57,81%","85,28%","0,00",Andrea Centini,Cosa sono i reattori nucleari di quarta generazione e come funzionano,2023-09-15T12:50:00+02:00
/innovazione/shopping-news/i-migliori-ferri-da-stiro-con-caldaia-del-2023-e-come-sceglierli/,10313,9416,"383,05",9375,"66,62%","90,69%","0,00",Quale Compro Team,I migliori ferri da stiro con caldaia del 2024 e come sceglierli,2023-10-04T17:49:03+02:00
/innovazione/tecnologia/amazon-ha-introdotto-un-modo-per-far-capire-agli-utenti-cosa-non-e-il-caso-di-comprare/,10295,9660,"289,58",9209,"73,27%","89,95%","0,00",Valerio Berra,Amazon ha introdotto un modo per far capire agli utenti quali sono i prodotti restituiti troppe volte,2023-03-29T14:20:49+02:00
/innovazione/scienze/risolto-dopo-26-anni-un-mistero-del-titanic-ed-e-una-scoperta-meravigliosa/,10292,9187,"172,46",7048,"55,82%","72,16%","0,00",Andrea Centini,Risolto dopo 26 anni un mistero del Titanic (ed è una scoperta meravigliosa),2022-10-28T18:49:04+02:00
/innovazione/tecnologia/licenziato-il-ceo-di-openai-la-societa-di-chatgpt-perche-e-stato-silurato-sam-altman/,10274,9723,"324,09",9546,"46,29%","92,24%","0,00",Andrea Centini,"Licenziato il CEO di OpenAI, la società di ChatGPT: perché è stato silurato Sam Altman",2023-11-18T09:22:58+01:00
/innovazione/tecnologia/cosa-succede-al-cervello-nello-spazio-cambia-la-vista-e-aumenta-la-materia-grigia/,10264,9533,"301,21",9067,"67,71%","88,44%","0,00",Elisabetta Rosso,Cosa succede al cervello nello Spazio: “Cambia la vista e aumenta la materia grigia”,2023-06-11T12:53:06+02:00
/innovazione/tecnologia/gli-influencer-israeliani-prendono-in-giro-i-palestinesi-su-tiktok-cosa-sappiamo-su-questo-trend/,10264,9341,"383,75",8977,"59,38%","88,20%","0,00",Valerio Berra,Gli influencer israeliani prendono in giro i palestinesi su TikTok? Cosa sappiamo su questo trend,2023-10-28T17:45:02+02:00
/innovazione/tecnologia/un-tiktoker-vola-da-londra-a-milano-per-una-pizza-costa-meno-che-prenderla-da-dominos-ma-e-davvero-cosi/,10260,9652,"223,61",9410,"71,98%","92,45%","0,00",Elisabetta Rosso,Un tiktoker vola da Londra a Milano per una pizza: “Costa meno che prenderla da Domino’s”. Ma è davvero così?,2023-02-04T12:18:14+01:00
/innovazione/tecnologia/e-molto-facile-indovinare-quale-e-stata-lapp-piu-scaricata-in-italia-nel-2023/,10258,9773,"286,78",9618,"67,87%","92,16%","0,00",Valerio Berra,È molto facile indovinare quale è stata l’app più scaricata in Italia nel 2023,2023-12-17T17:30:41+01:00
/innovazione/tecnologia/la-storia-dei-due-spider-man-che-si-indicano-il-meme-nato-dai-cartoni-degli-anni-60/,10257,9307,"198,37",9221,"46,15%","90,07%","0,00",Lorenzo Longhitano,"La storia dei due Spider-man che si indicano, il meme nato dai cartoni degli anni ’60",2022-01-04T18:09:34+01:00
/innovazione/tecnologia/lintelligenza-artificiale-e-in-grado-di-pilotare-anche-i-caccia-la-prova-nellesercito-degli-stati-uniti/,10225,9450,"246,46",9211,"79,33%","90,82%","0,00",Elisabetta Rosso,"L’intelligenza artificiale è in grado di pilotare anche i caccia, la prova nell’esercito degli Stati Uniti",2023-02-27T11:02:53+01:00
/innovazione/tecnologia/chi-e-mrbeast-il-re-di-youtube-a-cui-si-ispirano-i-the-borderline-coinvolti-nellincidente-a-casal-palocco/,10208,9288,"170,47",6129,"63,89%","73,25%","0,00",Valerio Berra,"Chi è MrBeast, il re di YouTube a cui si ispirano i The Borderline coinvolti nell’incidente a Casal Palocco",2023-06-15T12:35:48+02:00
/innovazione/tecnologia/prima-di-mettere-sui-social-la-prossima-foto-dei-vostri-figli-dovreste-guardare-questo-video/p4/,10202,8756,"135,49",8616,"45,26%","84,52%","0,00",Valerio Berra,Prima di mettere sui social la prossima foto dei vostri figli dovreste guardare questo video,2023-07-19T13:32:03+02:00
/innovazione/scienze/questi-meravigliosi-pinguini-si-addormentano-10-000-al-giorno-fanno-microsonni-di-soli-4-secondi/,10190,9365,"259,21",8925,"71,80%","88,49%","0,00",Andrea Centini,Questi meravigliosi pinguini si addormentano 10.000 volte al giorno: fanno “microsonni” di 4 secondi,2023-12-02T17:16:49+01:00
/innovazione/tecnologia/follower-falsi-e-pubblicita-ingannevoli-lantitrust-apre-unistruttoria-su-meta-per-asia-valente/,10181,9501,"374,83",9376,"34,79%","91,12%","0,00",Valerio Berra,"“Follower falsi e pubblicità ingannevoli”, l’Antitrust apre un’istruttoria su Meta per Asia Valente",2023-11-17T09:17:28+01:00
/innovazione/scienze/il-nucleo-della-terra-sembra-essere-racchiuso-da-unantica-e-misteriosa-struttura/,10169,9241,"296,84",8632,"67,18%","85,80%","0,00",Valeria Aiello,Il nucleo della Terra sembra essere racchiuso da un’antica e misteriosa struttura,2023-09-10T12:43:12+02:00
/innovazione/scienze/cose-linquietante-teschio-visto-dalla-stazione-spaziale-internazionale/,10157,9096,"157,96",8526,"54,87%","84,11%","0,00",Valeria Aiello,Cos’è l’inquietante teschio visto dalla Stazione Spaziale Internazionale,2023-11-03T12:37:59+01:00
/innovazione/scienze/qual-e-la-possibile-causa-del-terremoto-in-umbria-e-cose-la-faglia-alto-tiberina/,10144,8816,"217,52",7834,"68,54%","77,55%","0,00",Valeria Aiello,Qual è la possibile causa del terremoto in Umbria e cos’è la faglia Alto Tiberina,2023-03-10T16:27:55+01:00
/innovazione/scienze/perche-la-temperatura-dellatlantico-continua-a-salire-da-mesi-esperti-preoccupati-dallanomalia/,10141,9183,"320,45",8685,"67,48%","87,43%","0,00",Andrea Centini,Perché la temperatura dell’Atlantico continua a salire da mesi: esperti preoccupati dall’anomalia,2023-07-21T11:10:35+02:00
/innovazione/tecnologia/perche-sulle-autostrade-cinesi-sono-comparsi-questi-strani-fasci-di-luci-laser-arcobaleno/,10128,9578,"249,20",9019,"66,61%","89,55%","0,00",Elisabetta Rosso,Perché sulle autostrade cinesi sono comparsi questi strani fasci di luci laser arcobaleno,2023-11-07T14:13:34+01:00
/innovazione/tecnologia/e-morta-esther-la-maialina-domestica-da-300-kili-diventata-una-star-dei-social/,10126,9183,"189,05",8987,"55,95%","88,95%","0,00",Valerio Berra,"È morta Esther, la maialina domestica da 300 chili diventata una star dei social",2023-10-20T18:01:03+02:00
/innovazione/OLD_scienze.fanpage.it/quando-moriamo-non-siamo-ancora-del-tutto-morti-per-un-anno-la-scoperta-nella-fattoria-dei-corpi/p22/,10120,9210,"223,25",9176,"58,00%","90,56%","0,00",-,-,-
/innovazione/tecnologia/daniela-campionessa-di-videogiochi-investo-tutto-quello-che-ho-su-questo-sara-il-mio-futuro/,10117,9370,"311,18",9125,"67,44%","90,70%","0,00",Lorena Rao,"Daniela, campionessa di videogiochi: “Investo tutto quello che ho su questo, sarà il mio futuro”",2023-07-11T08:49:10+02:00
/innovazione/scienze/perche-gli-starnuti-puzzano-e-cosa-dicono-della-nostra-salute/,10099,9551,"447,90",9488,"39,51%","93,88%","0,00",Valeria Aiello,Perché gli starnuti puzzano e cosa dicono della nostra salute,2022-12-28T11:36:18+01:00
/innovazione/tecnologia/pornhub-blocca-laccesso-in-tutto-lo-stato-lo-facciamo-per-proteggere-la-privacy-degli-utenti/,10085,9646,"205,86",9265,"46,52%","91,00%","0,00",Elisabetta Rosso,Pornhub blocca l’accesso in un intero Stato: “Lo facciamo per proteggere la privacy degli utenti”,2023-05-02T17:12:24+02:00
/innovazione/tecnologia/perche-questa-teoria-complottista-sul-titanic-sta-diventando-virale-su-tiktok/,10079,9497,"309,87",9224,"51,55%","90,84%","0,00",Elisabetta Rosso,Perché questa teoria complottista sul Titanic sta diventando virale su TikTok,2023-06-17T15:42:32+02:00
/innovazione/tecnologia/guadagnano-18-000-dollari-al-mese-con-i-podcast-di-rumore-bianco-ora-spotify-li-vuole-far-sparire/,10065,9473,"333,70",9082,"61,45%","90,06%","0,00",Elisabetta Rosso,Guadagnano 18.000 dollari al mese con i podcast di rumore bianco: ora Spotify li vuole far sparire,2023-08-19T10:10:33+02:00
/innovazione/tecnologia/la-folle-storia-della-donna-che-ha-sposato-un-uomo-creato-dallintelligenza-artificiale/,10027,9380,"213,23",8849,"65,06%","87,14%","0,00",Valerio Berra,La folle storia della donna che ha sposato un uomo creato dall’intelligenza artificiale,2023-06-05T14:21:12+02:00
/innovazione/scienze/i-dipinti-di-leonardo-da-vinci-nascondono-un-ingrediente-segreto/,9956,9260,"239,65",8788,"70,55%","90,11%","0,00",Valeria Aiello,I dipinti di Leonardo da Vinci nascondono un ingrediente segreto,2023-04-03T11:49:36+02:00
/innovazione/scienze/perche-la-francia-vuole-vietare-le-sigarette-elettroniche-e-quali-sono-i-rischi-per-salute-e-ambiente/,9952,9339,"307,38",9043,"65,59%","91,49%","0,00",Valeria Aiello,Perché la Francia vuole vietare le sigarette elettroniche e quali sono i rischi per salute e ambiente,2023-09-14T09:34:18+02:00
/innovazione/scienze/fa-una-colonscopia-e-scopre-di-avere-una-mosca-intatta-nellintestino/,9947,9009,"122,14",8354,"78,30%","87,58%","0,00",Valeria Aiello,Fa una colonscopia e scopre di avere una mosca intatta nell’intestino,2023-11-28T17:12:52+01:00
/innovazione/tecnologia/microsoft-lancia-copilot-lintelligenza-artificiale-che-puo-fare-i-power-point-al-posto-tuo/,9941,9339,"279,86",9146,"63,84%","91,19%","0,00",Valerio Berra,"Microsoft lancia Copilot, l’intelligenza artificiale che può fare i PowerPoint al posto tuo",2023-03-16T19:34:06+01:00
/innovazione/scienze/una-gigantesca-voragine-di-37-metri-si-e-aperta-in-turchia-possibile-legame-col-terremoto/,9921,9119,"129,15",6227,"65,16%","70,63%","0,00",Andrea Centini,Una gigantesca voragine di 37 metri si è aperta in Turchia: possibile legame col terremoto,2023-03-01T12:09:54+01:00
/innovazione/tecnologia/ora-caricare-una-tesla-puo-costare-piu-di-un-pieno-di-benzina/,9915,9200,"314,28",9173,"34,10%","91,34%","0,00",Valerio Berra,Ora caricare una Tesla può costare più di un pieno di benzina,2022-09-21T16:31:26+02:00
/innovazione/scienze/la-circolazione-atlantica-rischia-un-imminente-catastrofico-collasso-possibile-gia-nel-2025/,9908,8923,"325,62",8107,"61,23%","81,22%","0,00",Andrea Centini,"La circolazione atlantica rischia un imminente, catastrofico collasso: possibile già nel 2025",2023-07-25T19:03:15+02:00
/innovazione/scienze/i-nuovi-farmaci-per-perdere-peso-aumentano-il-rischio-di-gravi-problemi-digestivi/,9903,9014,"221,60",8568,"72,67%","87,65%","0,00",Valeria Aiello,I nuovi farmaci per perdere peso aumentano il rischio di gravi problemi digestivi,2023-10-09T13:37:05+02:00
/innovazione/scienze/perche-il-fungo-killer-candida-auris-resistente-ai-farmaci-ora-preoccupa-gli-esperti/,9859,9067,"207,46",8605,"72,38%","88,08%","0,00",Valeria Aiello,Perché il fungo killer Candida auris resistente ai farmaci ora preoccupa gli esperti,2023-03-21T13:46:20+01:00
/innovazione/scienze/perche-nessuna-orca-ha-messo-in-pericolo-i-bagnanti-in-spagna/,9855,8755,"264,70",8108,"65,57%","84,46%","0,00",Andrea Centini,Perché nessuna orca ha messo in pericolo i bagnanti in Spagna,2023-07-13T16:43:01+02:00
/innovazione/scienze/i-sintomi-della-febbre-dengue-quanto-durano-e-come-riconoscerli/,9854,9368,"285,08",8988,"62,14%","88,60%","0,00",Valeria Aiello,"Febbre Dengue in Italia, i sintomi e cosa fare in caso di infezione",2023-08-25T16:18:34+02:00
/innovazione/tecnologia/al-via-i-test-regionali-di-it-alert-il-sistema-di-allarme-pubblico-che-ci-avvisera-dei-disastri/,9851,8972,"227,07",7185,"48,13%","79,25%","0,00",Andrea Centini,"Al via i test regionali di IT-alert, il sistema di allarme pubblico che ci avviserà dei disastri",2023-06-27T20:34:16+02:00
/innovazione/scienze/buco-nero-in-crescita-batte-ogni-record-e-il-primo-avvistato-allalba-dei-tempi-ed-e-gia-enorme/,9839,8895,"284,02",8332,"72,08%","84,91%","0,00",Valeria Aiello,Buco nero in crescita batte ogni record: è il primo avvistato all’alba dei tempi (ed è già enorme),2023-11-07T11:15:40+01:00
/innovazione/OLD_scienze.fanpage.it/alcol-e-antibiotici-insieme-fanno-male-alla-salute-cosa-ce-di-vero-dietro-a-questo-mito/,9836,9302,"599,41",9289,"32,37%","94,29%","0,00",-,-,-
/innovazione/tecnologia/mark-zuckerberg-vs-elon-musk-chi-vince-sul-ring-secondo-i-bookmaker/,9831,9145,"362,88",8672,"46,59%","87,95%","0,00",Elisabetta Rosso,Mark Zuckerberg VS Elon Musk: chi vince sul ring secondo i bookmaker,2023-06-23T19:16:10+02:00
/innovazione/tecnologia/il-capo-tecnico-di-twitter-si-dimette-dopo-il-lancio-di-ron-desantis-ho-vissuto-due-epoche-diverse/,9828,9084,"334,91",8792,"61,24%","90,19%","0,00",Elisabetta Rosso,Il capo tecnico di Twitter si dimette dopo il lancio di Ron DeSantis: “Ho vissuto due epoche diverse”,2023-05-26T14:18:05+02:00
/innovazione/shopping-news/come-avere-internet-a-casa-senza-linea-fissa/,9811,9132,"526,81",9130,"47,58%","92,88%","0,00",Quale Compro Team,Come avere Internet a casa senza linea fissa,2022-08-18T12:31:24+02:00
/innovazione/tecnologia/se-non-ti-senti-rappresentato-da-nessuna-generazione-forse-sei-uno-zillennials/,9797,9041,"390,60",8855,"62,85%","90,35%","0,00",Elisabetta Rosso,Se non ti senti rappresentato da nessuna generazione forse sei uno Zillennials,2023-05-15T12:41:55+02:00
/innovazione/tecnologia/il-futuro-per-matteo-del-fante-di-poste-italiane-puntiamo-sui-piccoli-centri-non-dobbiamo-tradire-cio-che-siamo/,9787,8945,"374,95",8874,"68,29%","89,95%","0,00",Francesco Cancellato,"Il futuro per Matteo Del Fante di Poste Italiane: “Puntiamo sui piccoli centri, non dobbiamo tradire ciò che siamo”",2023-10-31T13:01:29+01:00
/innovazione/scienze/prende-il-covid-a-15-anni-ma-finisce-in-ospedale-con-le-corde-vocali-paralizzate/,9784,8726,"101,67",8490,"72,94%","86,66%","0,00",Valeria Aiello,Prende il Covid a 15 anni ma finisce in ospedale con le corde vocali paralizzate,2023-12-21T11:07:58+01:00
/innovazione/scienze/un-virus-mai-visto-prima-causa-una-malattia-simile-alla-malaria-gli-esperti-gia-in-circolazione/,9770,9329,"191,10",8945,"75,96%","91,58%","0,00",Valeria Aiello,Un virus “mai visto prima” causa una malattia simile alla malaria. Gli esperti: “Già in circolazione”,2023-12-05T11:18:35+01:00
/innovazione/tecnologia/la-tempesta-di-neve-negli-stati-uniti-svela-un-problema-delle-tesla-non-si-aprono-con-il-ghiaccio/,9766,9158,"201,36",9036,"70,24%","92,59%","0,00",Valerio Berra,La tempesta di neve svela un problema delle Tesla: non si aprono con il ghiaccio,2022-12-29T10:54:41+01:00
/innovazione/scienze/perche-con-questo-caldo-serve-fare-la-siesta-nel-pomeriggio-il-consiglio-dei-medici-tedeschi/,9737,8799,"254,37",8313,"71,52%","86,09%","0,00",Andrea Centini,Perché con questo caldo serve fare la siesta nel pomeriggio: il consiglio dei medici tedeschi,2023-07-18T11:27:59+02:00
/innovazione/scienze/meduse-urticanti-in-italia-e-rischio-invasioni-le-risposte-dellesperto-a-fanpage-it/,9734,8584,"249,41",8331,"68,10%","84,96%","0,00",Andrea Centini,Meduse urticanti in Italia e rischio “invasioni”: le risposte dell’esperto a Fanpage.it,2023-07-15T17:30:16+02:00
/innovazione/scienze/lo-spettacolo-del-delfino-che-caccia-tra-le-onde-bioluminescenti-della-florida/,9723,9060,"193,36",8687,"58,90%","91,43%","0,00",Valeria Aiello,"Fa un giro in kayak tra le onde bioluminescenti della Florida, poi la sorpresa",2023-08-21T08:26:20+02:00
/innovazione/scienze/perche-i-pipistrelli-sono-superimmuni-al-cancro-e-a-virus-mortali-nelluomo-studio-svela-il-segreto/,9716,8777,"284,62",7562,"70,18%","84,52%","0,00",Andrea Centini,Perché i pipistrelli sono superimmuni al cancro e a virus mortali nell’uomo: studio svela il segreto,2023-10-17T17:59:48+02:00
/innovazione/scienze/intenso-sciame-sismico-in-islanda-fa-temere-una-nuova-eruzione-vulcanica/,9709,8692,"217,28",8523,"67,96%","85,71%","0,00",Valeria Aiello,Intenso sciame sismico in Islanda fa temere una nuova eruzione vulcanica,2023-11-10T11:09:55+01:00
/innovazione/scienze/perche-dopo-un-terremoto-abbiamo-giramenti-di-testa-e-vertigini/,9706,9077,"273,01",8571,"68,83%","90,38%","0,00",Andrea Centini,Perché dopo un terremoto abbiamo giramenti di testa e vertigini,2023-09-08T09:55:23+02:00
/innovazione/scienze/faglie-anatoliche-e-terremoti-in-turchia-le-analogie-con-la-faglia-di-santandreas-in-california/,9691,8459,"206,21",8312,"65,93%","84,08%","0,00",Valeria Aiello,"Faglie anatoliche e terremoti in Turchia, le analogie con la faglia di Sant’Andrea in California",2023-02-07T17:34:22+01:00
/innovazione/scienze/dopo-50-anni-di-prigionia-lorca-lolita-sara-finalmente-liberata-in-un-santuario-nelloceano/,9684,9084,"181,37",8251,"52,23%","88,20%","0,00",Andrea Centini,Dopo 50 anni di prigionia l’orca Lolita sarà finalmente liberata in un santuario nell’oceano,2023-03-31T10:26:28+02:00
/innovazione/tecnologia/lazienda-che-vuole-sfidare-tesla-produrremo-10-000-robot-umanoidi-allanno/,9682,8834,"296,94",8617,"64,34%","86,76%","0,00",Elisabetta Rosso,L’azienda che vuole sfidare Tesla: “Produrremo 10.000 robot umanoidi all’anno”,2023-09-19T17:36:27+02:00
/innovazione/tecnologia/persino-zoom-chiede-ai-dipendenti-di-tornare-in-ufficio-e-la-fine-dello-smart-working/,9678,9192,"335,01",8865,"62,23%","91,95%","0,00",Elisabetta Rosso,Persino Zoom chiede ai dipendenti di tornare in ufficio: è la fine dello smart working?,2023-08-08T13:46:13+02:00
/innovazione/tecnologia/e-davvero-arrivato-il-momento-di-cancellare-di-tiktok/,9662,9006,"348,70",8493,"46,38%","88,85%","0,00",Elisabetta Rosso,È davvero arrivato il momento di cancellare TikTok?,2023-02-24T17:06:01+01:00
/innovazione/tecnologia/perche-e-meglio-non-ricaricare-lo-smartphone-alle-colonnine-pubbliche-cose-il-juice-jacking/,9662,9147,"318,50",8794,"57,48%","90,84%","0,00",Valerio Berra,"Perché è meglio non ricaricare lo smartphone alle colonnine pubbliche, cos’è il “juice jacking”",2023-04-11T08:46:29+02:00
/innovazione/scienze/quanto-caldo-fara-nellestate-2024-quel-che-succede-oggi-in-brasile-non-promette-nulla-di-buono/,9649,8962,"243,82",8429,"71,70%","88,87%","0,00",Valeria Aiello,Quanto caldo farà nell’estate 2024: ciò succede oggi in Brasile non promette nulla di buono,2023-11-16T11:41:10+01:00
/innovazione/tecnologia/chatgpt-supera-la-maturita-il-tema-scritto-dallia-visto-da-un-professore-ha-la-sufficienza/,9634,8763,"345,74",8096,"51,79%","86,06%","0,00",Elisabetta Rosso,"ChatGPT supera la Maturità, il tema scritto dall’IA visto da un professore: “Ha la sufficienza”",2023-06-21T12:46:43+02:00
/innovazione/scienze/la-semaglutide-il-farmaco-miracoloso-per-perdere-peso-ha-anche-effetti-anti-cancro-lo-studio/p3/,9631,9055,"242,90",9041,"61,15%","93,70%","0,00",Andrea Centini,"La semaglutide, il farmaco “miracoloso” per perdere peso, ha anche effetti anti cancro: lo studio",2023-05-12T10:40:23+02:00
/innovazione/scienze/cosa-sono-i-merkava-gli-impenetrabili-carri-armati-di-israele-schierati-davanti-a-gaza/,9611,8861,"455,29",8392,"63,08%","85,59%","0,00",Andrea Centini,"Cosa sono i Merkava, gli “impenetrabili” carri armati di Israele schierati davanti a Gaza",2023-10-10T09:24:02+02:00
/innovazione/scienze/perche-il-terremoto-in-turchia-causera-migliaia-di-morti-anche-se-non-e-stato-il-piu-potente/,9589,8871,"214,71",7964,"60,83%","81,36%","0,00",Andrea Centini,Perché il terremoto in Turchia causerà migliaia di morti anche se non è stato il più potente,2023-02-06T13:57:53+01:00
/innovazione/scienze/lelettricita-fa-guarire-le-ferite-tre-volte-piu-velocemente/,9583,8969,"258,21",8440,"72,63%","89,23%","0,00",Andrea Centini,L’elettricità fa guarire le ferite tre volte più velocemente,2023-04-24T12:04:31+02:00
/innovazione/tecnologia/it-alert-il-messaggio-di-test-oggi-in-basilicata-lombardia-e-molise-del-sistema-di-allarme-pubblico/,9567,8302,"239,05",7781,"43,68%","78,92%","0,00",Elisabetta Rosso,"IT-Alert in Basilicata, Lombardia e Molise, il test del 19 settembre del sistema di allarme nazionale",2023-09-19T06:42:52+02:00
/innovazione/OLD_tech.fanpage.it/cosa-succede-sei-fai-uno-screenshot-alle-foto-che-si-autodistruggono-su-whatsapp/,9562,8962,"564,26",8931,"30,06%","93,35%","0,00",-,-,-
/innovazione/scienze/islanda-il-vulcano-pronto-a-eruttare-distrugge-la-citta-grindavik-crepe-e-voragini-nelle-strade/,9559,8667,"309,74",8202,"52,06%","85,27%","0,00",Andrea Centini,"Islanda, il vulcano pronto a eruttare distrugge la città di Grindavik: crepe e voragini nelle strade",2023-11-14T14:33:27+01:00
/innovazione/tecnologia/la-camera-approva-la-legge-contro-il-pezzotto-siti-oscurati-in-pochi-minuti-facciamo-sul-serio/,9529,8851,"288,39",8658,"74,99%","88,80%","0,00",Valerio Berra,"La Camera approva la legge contro il pezzotto: “Siti oscurati in pochi minuti, facciamo sul serio”",2023-03-23T11:49:37+01:00
/innovazione/tecnologia/cose-e-come-funziona-lo-stato-whatsapp-e-cosa-fare-per-guardarlo-in-incognito/,9526,8706,"258,80",7896,"60,55%","86,67%","0,00",Valerio Berra,Cos’è e come funziona lo Stato WhatsApp e cosa fare per guardarlo in incognito,2023-07-19T10:46:53+02:00
/innovazione/scienze/perche-il-testosterone-a-cui-e-risultato-positivo-pogba-e-considerato-doping/,9525,8935,"385,54",8697,"59,29%","90,95%","0,00",Valeria Aiello,Perché il testosterone a cui è risultato positivo Pogba è considerato doping,2023-09-11T19:47:23+02:00
/innovazione/scienze/ce-un-orso-su-marte-foto-adorabile-scattata-da-una-sonda-della-nasa/,9524,8968,"136,61",8238,"41,94%","91,90%","0,00",Andrea Centini,C’è un orso su Marte: foto adorabile scattata da una sonda della NASA,2023-01-26T18:39:35+01:00
/innovazione/scienze/cervello-piccolo-gobba-e-occhi-spiritati-ecco-come-saremo-tra-1000-anni-a-causa-della-tecnologia/p3/,9512,8962,"189,79",8888,"54,44%","93,57%","0,00",Andrea Centini,"Cervello piccolo, gobba e occhi spiritati: ecco come saremo tra 1000 anni a causa della tecnologia",2022-11-05T13:11:29+01:00
/innovazione/tecnologia/ce-un-motivo-per-cui-le-foto-create-con-lintelligenza-artificiale-ora-ci-sembrano-davvero-reali/,9494,8001,"149,88",7197,"58,78%","73,90%","0,00",Valerio Berra,C’è un motivo per cui ora le foto create con l’intelligenza artificiale ci sembrano reali,2023-03-27T15:46:18+02:00
/innovazione/tecnologia/la-nuova-mania-di-tiktok-sono-le-navi-che-affondano-milioni-di-persone-non-riescono-a-staccare-lo-sguardo/,9490,8595,"194,22",8127,"75,82%","87,63%","0,00",Elisabetta Rosso,"La nuova mania di TikTok sono le navi che affondano, milioni di persone non riescono a staccare lo sguardo",2023-01-13T13:50:51+01:00
/innovazione/tecnologia/la-storia-degli-hacker-che-hanno-preso-il-controllo-di-un-satellite-dellagenzia-spaziale-europea/,9489,8665,"296,08",8323,"65,61%","86,41%","0,00",Valerio Berra,La storia degli hacker che hanno preso il controllo di un satellite dell’Agenzia Spaziale Europea,2023-04-28T17:33:58+02:00
/innovazione/scienze/perche-i-polpi-si-mutilano-e-autodistruggono-dopo-laccoppiamento/p11/,9486,8877,"300,91",8771,"51,03%","91,86%","0,00",Andrea Centini,Perché i polpi si mutilano e “autodistruggono” dopo l’accoppiamento,2022-05-13T12:38:03+02:00
/innovazione/tecnologia/cosa-si-nasconde-dietro-la-nuova-foto-profilo-di-khaby-lame/,9483,8949,"278,83",8580,"64,01%","90,61%","0,00",Valerio Berra,Cosa si nasconde dietro la nuova foto profilo di Khaby Lame,2023-08-04T14:15:27+02:00
/innovazione/tecnologia/su-tiktok-ce-un-filtro-che-puo-farti-tornare-adolescente-leffetto-e-quasi-commovente/,9480,8351,"258,69",7963,"54,99%","85,11%","0,00",Valerio Berra,"Su TikTok c’è un filtro che può farti tornare adolescente, l’effetto fa quasi piangere",2023-02-22T14:21:52+01:00
/innovazione/shopping-news/migliore-idropulitrice-del-2022-le-piu-potenti-marche-e-quale-scegliere/,9466,8559,"731,49",8553,"38,99%","90,25%","0,00",Quale Compro Team,"Migliore idropulitrice del 2024: le più potenti, marche e quale scegliere",2024-01-03T15:57:47+01:00
/innovazione/scienze/asteroide-bennu-oggi-la-diretta-dellarrivo-del-campione-sulla-terra-orario-e-live-streaming/,9444,8431,"299,97",8112,"60,75%","84,37%","0,00",Valeria Aiello,"Asteroide Bennu, oggi la diretta dell’arrivo del campione sulla Terra: orario e live streaming",2023-09-24T06:30:31+02:00
/innovazione/scienze/il-mare-si-alzera-di-7-metri-e-sommergera-citta-e-isole-la-prova-in-una-carota-della-groenlandia/?from=taboola_exploremore,9414,8532,"174,13",2793,"77,39%","56,63%","0,00",Andrea Centini,Il mare si alzerà di 7 metri e sommergerà città e isole: le prove in una carota della Groenlandia,2023-07-21T14:59:00+02:00
/innovazione/scienze/cosa-sono-gli-strani-codici-a-barre-che-si-vedono-nelle-foto-aeree-degli-stati-uniti/,9407,8701,"219,47",8190,"67,59%","86,78%","0,00",Valeria Aiello,Cosa sono gli strani codici a barre che si vedono nelle foto aeree degli Stati Uniti,2023-11-25T10:13:09+01:00
/innovazione/tecnologia/i-coldplay-vogliono-la-tua-voce-per-la-loro-nuova-canzone-basta-un-vocale-di-10-secondi/,9399,8543,"312,33",8165,"64,83%","88,55%","0,00",Elisabetta Rosso,I Coldplay vogliono la tua voce per la loro nuova canzone: basta un vocale di 10 secondi,2023-11-04T10:05:52+01:00
/innovazione/tecnologia/4-consigli-per-guadagnare-di-piu-con-weward-lapp-che-paga-quando-cammini/,9398,8492,"362,12",8471,"38,82%","89,64%","0,00",Lorena Rao,"4 consigli per guadagnare di più con WeWard, l’app che paga quando cammini",2022-02-01T15:05:41+01:00
/innovazione/tecnologia/facebook-paghera-725-milioni-di-dollari-agli-utenti-con-un-account-attivo-tra-il-2007-e-il-2022/,9383,8539,"331,68",8396,"37,99%","89,26%","0,00",Valerio Berra,Facebook pagherà 725 milioni di dollari agli utenti attivi tra il 2007 e il 2022 (ma solo negli Usa),2023-04-20T13:43:11+02:00
/innovazione/scienze/benvenuto-hugo-primo-bimbo-nato-da-fecondazione-post-mortem-in-portogallo-il-papa-morto-nel-2019/,9366,8743,"245,53",8540,"51,90%","89,91%","0,00",Andrea Centini,"Benvenuto Hugo, primo bimbo nato da fecondazione post mortem in Portogallo: il papà morto nel 2019",2023-08-17T14:11:59+02:00
/innovazione/OLD_tech.fanpage.it/se-hai-ricevuto-questo-avviso-su-whatsapp-niente-panico-e-solo-un-bug/,9359,8378,"425,78",8344,"34,73%","88,71%","0,00",-,-,-
/innovazione/tecnologia/questa-foto-di-bruce-springsteeng-con-la-bandiera-del-napoli-e-falsa-e-la-colpa-non-e-dellia/,9353,8470,"215,21",8382,"69,20%","89,01%","0,00",Elisabetta Rosso,Questa foto di Bruce Springsteen con la bandiera del Napoli è falsa (e la colpa non è dell’IA),2023-05-17T13:42:25+02:00
