Pagina;Views;Uniche;Tempo;Entrate;Rimbalzo;uscita;Valore
/innovazione/tecnologia/il-nuovo-regolamento-dellunione-europea-che-mettera-in-standby-tutti-i-dispositivi-delle-nostre-case/;41354;38610;299,28;37594;71,98%;90,97%;0,00
/innovazione/scienze/forse-abitabile-il-pianeta-extrasolare-piu-vicino-alla-terra-ma-non-nel-modo-che-immaginiamo/;41095;37529;351,82;36959;72,87%;88,44%;0,00
/innovazione/scienze/perche-le-orche-bullizzano-e-uccidono-le-focene-senza-mangiarle-una-possibile-causa-e-commovente/;41076;38679;329,74;37786;45,40%;92,52%;0,00
/innovazione/scienze/cose-il-bradisismo-dei-campi-flegrei-quali-sono-le-cause-e-i-rischi-per-la-popolazione/;40865;36783;429,92;35709;60,84%;87,60%;0,00
/innovazione/tecnologia/questo-messaggio-che-gira-su-whatsapp-puo-rubarti-tutti-i-dati/;40662;37494;262,56;37169;58,66%;91,26%;0,00
/innovazione/tecnologia/dopo-quante-ore-e-imploso-il-sottomarino-in-visita-al-relitto-del-titanic/;40552;37257;325,58;36165;52,95%;89,98%;0,00
/innovazione/scienze/chiude-naso-e-bocca-per-trattenere-uno-starnuto-ma-finisce-in-ospedale-con-un-buco-nella-gola/;40534;35736;122,12;35306;74,90%;86,90%;0,00
/innovazione/scienze/le-orche-madri-si-sacrificano-per-i-figli-maschi-tutta-la-vita-i-biologi-spiegano-perche/;40447;35974;199,85;35214;82,02%;87,56%;0,00
/innovazione/tecnologia/abbiamo-spento-i-droni-in-segreto-musk-rivela-il-suo-ruolo-nella-guerra-in-ucraina/;40445;37604;364,91;37054;64,74%;90,76%;0,00
/innovazione/tecnologia/i-documenti-segreti-di-tesla-escono-allo-scoperto-per-elon-musk-uccidere-fa-del-progresso/;40265;36986;342,56;35411;62,61%;87,76%;0,00
/innovazione/scienze/una-cometa-appena-scoperta-puo-regalarci-uno-spettacolo-memorabile-nel-cielo-visibile-a-occhio-nudo/;40121;36685;230,95;35838;72,87%;89,48%;0,00
/innovazione/tecnologia/cosa-cambia-per-i-clienti-isybank-ora-che-lantitrust-ha-aperto-unistruttoria/;40064;36311;273,53;35939;66,26%;88,27%;0,00
/innovazione/scienze/la-cassetta-degli-attrezzi-persa-dalle-astronaute-e-visibile-con-un-binocolo-luminosa-come-urano/;40059;35981;206,47;34148;71,17%;84,07%;0,00
/innovazione/scienze/qual-e-la-spezia-piu-cara-al-mondo-vale-piu-delloro/;39976;37006;231,49;36255;76,45%;90,54%;0,00
/innovazione/scienze/balena-con-grave-scoliosi-avvistata-in-spagna-quasi-certamente-e-stata-colpita-da-una-nave/;39801;36913;167,36;36330;85,53%;91,50%;0,00
/innovazione/tecnologia/test-it-alert-in-sicilia-oggi-sui-telefoni-il-messaggio-di-allarme-in-caso-di-emergenza/;39647;34215;255,13;33864;45,46%;82,97%;0,00
/innovazione/scienze/la-cometa-dei-neanderthal-si-avvicina-alla-terra-quando-vederla-nel-cielo-anche-a-occhio-nudo/;39454;35472;164,23;26042;77,01%;76,07%;0,00
/innovazione/tecnologia/su-whatsapp-si-potranno-modificare-i-messaggi-inviati-come-funziona-la-nuova-opzione-dellapp/;39195;37047;332,11;36386;48,05%;93,25%;0,00
/innovazione/tecnologia/buon-1-maggio-2023-immagini-e-gif-di-auguri-per-la-festa-dei-lavoratori/;39143;32219;245,46;32114;57,78%;81,78%;0,00
/innovazione/tecnologia/quali-sono-i-video-che-i-the-borderline-hanno-cancellato-da-youtube-dopo-lincidente/;39139;36268;310,32;35117;50,21%;90,57%;0,00
/innovazione/tecnologia/cosa-fare-quando-arriva-la-notifica-di-instagram-e-facebook-a-pagamento/;38942;35869;301,85;35395;55,57%;90,83%;0,00
/innovazione/tecnologia/quanto-guadagna-lantico-vinaio-e-come-ha-fatto-a-diventare-cosi-famoso/;38743;35869;362,97;35552;54,23%;91,73%;0,00
/innovazione/OLD_tech.fanpage.it/buongiorno-su-whatsapp-le-migliori-immagini-divertenti-da-scaricare-gratis/;38731;33295;200,09;33208;55,18%;85,68%;0,00
/innovazione/tecnologia/aumenti-a-sorpesa-per-i-clienti-di-queste-compagnie-telefoniche-le-nuove-tariffe-da-gennaio-2024/;38641;33718;102,93;33169;62,78%;85,28%;0,00
/innovazione/scienze/la-luna-piena-del-verme-oggi-7-marzo-2023-perche-si-chiama-cosi-e-a-che-ora-brilla-in-cielo/;38373;34082;235,45;33595;66,38%;87,89%;0,00
/innovazione/scienze/differenze-tra-orsi-in-trentino-e-abruzzo-sorte-di-jj4-e-piccoli-le-risposte-dello-zoologo-zibordi/;38307;33960;462,84;33508;65,50%;87,02%;0,00
/innovazione/scienze/record-di-energia-prodotta-da-fusione-nucleare-controllata-possibile-svolta-storica/;38083;35229;339,25;34600;59,97%;89,72%;0,00
/innovazione/tecnologia/it-alert-veneto-e-val-daosta-alle-12-lsms-di-test-questionario-da-compilare-e-cosa-fare-se-non-arriva/;37999;32405;151,72;30833;52,67%;74,57%;0,00
/innovazione/scienze/il-65-dei-golden-retriever-muore-per-cancro-ma-alcuni-arrivano-a-16-anni-e-merito-di-un-gene/;37866;35027;258,33;34555;75,49%;90,50%;0,00
/innovazione/tecnologia/un-magazziniere-amazon-muore-durante-il-turno-i-dipendenti-abbiamo-dovuto-lavorare-attorno-al-suo-cadavere/;37803;34627;172,24;34065;67,42%;89,88%;0,00
/innovazione/scienze/primo-caso-di-malattia-del-cervo-zombie-nello-yellowstone-cose-sintomi-e-come-si-trasmette/;37780;34579;289,71;33791;41,78%;88,09%;0,00
/innovazione/tecnologia/i-bambini-non-devono-usare-internet-prima-dei-9-anni-potrebbe-creare-questi-problemi-nello-sviluppo/;37572;34839;287,71;34614;71,90%;91,74%;0,00
/innovazione/scienze/arriva-la-luna-piena-fredda-stanotte-27-dicembre-2023-a-che-ora-vedere-lultimo-plenilunio-dellanno/;37571;33755;248,38;33522;51,03%;88,63%;0,00
/innovazione/tecnologia/il-direttore-del-lucca-comics-vi-spiego-perche-non-rinunciamo-al-patrocinio-dellambasciata-di-israele/;37564;34809;319,37;34166;76,47%;90,71%;0,00
/innovazione/tecnologia/ho-fatto-parte-di-una-setta-che-adora-lintelligenza-artificiale-e-un-nuovo-dio-e-cambiera-tutto/;37536;34074;355,74;32747;72,05%;87,22%;0,00
/innovazione/tecnologia/la-birra-futuristica-di-elon-musk-arriva-in-italia-il-prezzo-e-folle/;37262;34743;278,00;33825;68,25%;90,31%;0,00
/innovazione/scienze/qual-e-la-temperatura-massima-che-puo-sopportare-il-cuore-umano/;37171;32558;194,64;31415;70,35%;82,98%;0,00
/innovazione/tecnologia/quanto-puo-costare-netflix-con-le-nuove-regole-sulla-condivisione-delle-password-tutti-i-prezzi/;37077;33084;332,56;32499;49,85%;87,17%;0,00
/innovazione/tecnologia/come-annullare-il-passaggio-a-isybank-e-tornare-a-intesa-san-paolo/;37048;32494;293,29;31408;51,19%;84,63%;0,00
/innovazione/scienze/cosa-sono-i-letali-missili-taurus-che-la-germania-vuole-consegnare-allucraina/;36964;33306;391,70;32980;62,04%;87,12%;0,00
/innovazione/tecnologia/qualcuno-ha-messo-in-vendita-il-pandoro-rosa-di-chiara-ferragni-su-ebay-il-prezzo-e-folle/;36811;33548;229,78;33125;66,08%;89,73%;0,00
/innovazione/scienze/la-terra-sta-per-ricevere-un-messaggio-alieno-dallo-spazio-quando-arrivera/;36749;33670;241,57;32870;54,12%;88,77%;0,00
/innovazione/tecnologia/ora-sappiamo-perche-elon-musk-ha-cacciato-luccellino-di-twitter-e-cambiato-nome-ci-siamo-liberati/;36650;34403;383,64;33131;54,82%;89,65%;0,00
/innovazione/tecnologia/amazon-alza-la-spesa-minima-per-avere-la-spedizione-gratis-come-sono-le-nuove-tariffe/;36640;34660;247,66;34178;71,52%;93,14%;0,00
/innovazione/tecnologia/da-dove-nasce-quel-buongiorno-pescheria-che-sta-intasando-tiktok/;36526;31826;273,31;31381;50,06%;86,12%;0,00
/innovazione/scienze/lartiglio-mortale-dei-velociraptor-non-serviva-per-squartare-le-prede-secondo-uno-studio/;36377;32760;217,24;31440;81,61%;86,41%;0,00
/innovazione/scienze/migliaia-di-pesci-morti-su-una-spiaggia-del-giappone-mai-visto-nulla-di-simile/;36300;32557;217,63;32312;55,77%;87,38%;0,00
/innovazione/scienze/cosa-sappiamo-di-k2-18-b-il-pianeta-extrasolare-con-oceani-dacqua-e-segni-di-vita/;36266;32715;325,66;31935;61,30%;86,19%;0,00
/innovazione/scienze/scoperta-lucertola-drago-dalle-eccezionali-capacita-mimetiche-impossibile-da-vedere-se-non-si-muove/;36143;31608;160,58;30616;71,26%;84,50%;0,00
/innovazione/scienze/mangiano-sushi-ma-si-sentono-male-piu-di-240-persone-con-sospetta-infezione-da-norovirus/;35818;33380;111,57;33181;67,67%;91,89%;0,00
/innovazione/scienze/captato-nello-spazio-profondo-un-misterioso-segnale-radio-diverso-da-tutti-gli-altri/;35793;32319;263,85;31501;67,77%;86,78%;0,00
/innovazione/scienze/abbiamo-appena-capito-come-produrre-carburante-dallanidride-carbonica-catturata-dallaria/;35717;32294;317,00;31736;74,91%;87,81%;0,00
/innovazione/OLD_scienze.fanpage.it/quando-moriamo-non-siamo-ancora-del-tutto-morti-per-un-anno-la-scoperta-nella-fattoria-dei-corpi/p25/;35650;33334;332,50;33301;42,60%;93,24%;0,00
/innovazione/scienze/anche-la-malattia-vichinga-della-mano-e-uneredita-dei-neanderthal/;35575;32066;209,90;31122;71,64%;87,82%;0,00
/innovazione/scienze/cose-il-coma-irreversibile-la-condizione-in-cui-si-trova-matteo-messina-denaro/;35465;32584;357,18;32337;61,53%;90,36%;0,00
/innovazione/scienze/risolto-il-mistero-della-freccia-aliena-di-3-000-anni-fa/;35365;32837;276,42;31766;65,03%;89,24%;0,00
/innovazione/tecnologia/come-avere-threads-in-italia-la-nuova-app-di-instagram-che-per-adesso-e-bloccata/;35316;32678;414,03;32330;36,93%;90,71%;0,00
/innovazione/tecnologia/in-una-mattina-abbiamo-creato-queste-fake-news-con-lintelligenza-artificiale-il-risultato-fa-paura/;35288;31044;215,68;27238;66,36%;79,00%;0,00
/innovazione/tecnologia/netflix-anche-in-italia-arriva-lo-stop-agli-account-condivisi-cosa-fare-e-quanto-costa/;35270;32285;393,54;31450;45,38%;89,11%;0,00
/innovazione/tecnologia/lancio-fallito-per-lo-starship-di-spacex-era-il-test-piu-importante-per-capire-come-tornare-sulla-luna/;35207;33014;284,79;32205;67,49%;91,59%;0,00
/innovazione/scienze/caldo-mostruoso-in-cile-quasi-40-c-in-pieno-inverno-riscritti-i-libri-di-storia-del-clima/;35138;32742;335,08;32158;67,06%;90,90%;0,00
/innovazione/tecnologia/il-miliardario-che-vuole-sconfiggere-la-morte-mi-alzo-alle-430-e-pianifico-il-sesso/;35137;31931;245,00;29735;61,20%;86,43%;0,00
/innovazione/scienze/cosa-possono-essere-i-cadaveri-alieni-presentati-al-congresso-del-messico/;35135;31841;456,12;30428;43,35%;86,83%;0,00
/innovazione/scienze/infettati-ma-senza-sintomi-covid-svelato-il-mistero-della-pandemia-ecco-cosa-li-protegge-dal-virus/;35036;33172;300,75;29322;44,09%;88,58%;0,00
/innovazione/scienze/cade-sulla-pianta-dei-suicidi-la-piu-pericolosa-al-mondo-dolore-atroce-il-peggiore-di-tutti/;35021;31673;206,64;29347;78,89%;84,56%;0,00
/innovazione/tecnologia/prima-di-mettere-sui-social-la-prossima-foto-dei-vostri-figli-dovreste-guardare-questo-video/p2/;34955;31513;236,26;31453;47,39%;89,54%;0,00
/innovazione/scienze/orca-attacca-e-uccide-uno-squalo-bianco-le-immagini-della-predazione-che-preoccupa-gli-esperti/;34936;29998;212,78;28356;59,94%;82,49%;0,00
/innovazione/scienze/scoperto-un-oggetto-10-milioni-di-volte-piu-luminoso-del-sole-che-sfida-le-leggi-della-fisica/;34909;31680;299,65;30689;54,76%;87,75%;0,00
/innovazione/tecnologia/e-arrivata-temu-lapp-di-e-commerce-con-i-prezzi-stracciati-di-cui-non-avevamo-proprio-bisogno/;34718;32213;381,84;31126;51,26%;89,83%;0,00
/innovazione/tecnologia/lintelligenza-artificiale-ha-immaginato-le-citta-invisibili-di-calvino-sono-impressionanti/;34717;30420;250,52;29895;40,88%;86,27%;0,00
/innovazione/tecnologia/perche-le-ricerche-del-sottomarino-in-visita-al-relitto-del-titanic-sono-molto-difficili/;34628;31513;408,34;30135;51,65%;86,37%;0,00
/innovazione/tecnologia/uno-studente-ha-usato-lintelligenza-artificiale-di-chatgpt-per-copiare-a-un-esame-e-non-sara-lultimo-caso/;34473;31851;275,25;31219;75,48%;89,90%;0,00
/innovazione/tecnologia/netflix-ha-rivelato-per-la-prima-volta-quali-sono-davvero-le-serie-piu-viste-ce-qualche-sorpresa/;34205;32020;252,28;31688;60,42%;92,26%;0,00
/innovazione/scienze/aspartame-possibilmente-cancerogeno-la-conferma-delloms-in-quali-cibi-e-farmaci-si-trova/;34150;31586;327,33;31309;43,55%;91,11%;0,00
/innovazione/scienze/meteorite-boomerang-lascia-la-terra-e-torna-dopo-10-000-anni-secondo-uno-studio-come-possibile/;33982;31076;302,49;30097;69,84%;87,04%;0,00
/innovazione/scienze/inseminazione-delle-nuvole-cloud-seeding-cose-e-come-funziona-la-tecnica-per-creare-la-pioggia/;33916;30673;279,93;29719;62,20%;88,62%;0,00
/innovazione/scienze/cosa-sappiamo-sul-drone-ipersonico-cinese-wz-8-gli-usa-sostengono-possa-essere-usato-contro-taiwan/;33886;30733;341,94;29490;68,21%;87,83%;0,00
/innovazione/scienze/una-nuova-isola-e-appena-nata-in-giappone-le-immagini-spettacolari/;33844;29589;199,39;29144;61,60%;85,08%;0,00
/innovazione/scienze/quali-sono-i-sintomi-di-covid-della-variante-eris-dominante-in-italia/p1/;33665;28872;153,28;28853;51,60%;85,58%;0,00
/innovazione/scienze/magneti-pericolosi-per-i-bambini-medici-continuano-a-mangiarli-toglieteli-e-basta/;33642;30808;214,13;30014;77,38%;88,78%;0,00
/innovazione/scienze/i-sintomi-del-colpo-di-calore-quali-sono-quanto-durano-e-come-distinguerli-dallinsolazione/;33584;30744;279,08;28263;63,03%;87,10%;0,00
/innovazione/tecnologia/questo-e-il-primo-divano-ikea-che-si-piega-e-si-trasforma-in-una-borsa/;33560;28421;178,16;27955;65,29%;83,64%;0,00
/innovazione/scienze/gigantesco-serpente-di-quasi-6-metri-catturato-da-un-cacciatore-in-florida/;33526;29738;263,38;29246;66,85%;86,29%;0,00
/innovazione/OLD_scienze.fanpage.it/cosa-succede-se-mangi-la-farina-scaduta/;33498;31235;515,73;31199;36,89%;92,93%;0,00
/innovazione/scienze/come-rispondono-i-cani-agli-ululati-dei-lupi-video-mostra-il-comportamento-delle-varie-razze/;33497;29195;175,36;28833;77,18%;85,80%;0,00
/innovazione/scienze/il-19-maggio-torna-la-luna-nera-nel-cielo-cose-e-quando-si-verifica-il-fenomeno/;33468;30659;257,79;29923;67,97%;89,91%;0,00
/innovazione/scienze/che-cose-la-terapia-citoriduttiva-a-cui-e-sottoposto-berlusconi-malato-di-leucemia/;33389;30568;262,19;29750;73,23%;87,37%;0,00
/innovazione/scienze/il-ventilatore-fa-davvero-male-alla-salute-perche-e-quando-e-meglio-non-usarlo/;33371;30241;246,30;29228;62,37%;85,89%;0,00
/innovazione/scienze/campi-flegrei-di-vito-ingv-nessun-segno-di-eruzione-ma-levacuazione-non-e-un-problema/;33341;30307;330,82;29664;70,34%;88,05%;0,00
/innovazione/tecnologia/tutti-i-codici-segreti-di-netflix-come-vedere-i-film-che-la-piattaforma-non-vuole-mostrarvi/;33330;28527;475,88;28310;41,59%;84,98%;0,00
/innovazione/tecnologia/un-ragazzo-italiano-e-finito-in-ospedale-dopo-la-challenge-tiktok-della-patatina-piccante/;33236;29925;301,82;29089;51,37%;86,64%;0,00
/innovazione/tecnologia/su-instagram-e-facebook-verranno-rimosse-tutte-le-canzoni-e-saltato-laccordo-con-la-siae/;33067;31163;341,06;30686;49,21%;92,79%;0,00
/innovazione/scienze/un-gas-intrappolato-nel-nucleo-della-terra-sta-risalendo-verso-la-superficie/;33055;29958;229,85;28892;72,50%;87,25%;0,00
/innovazione/scienze/lemorragia-interna-di-fedez-per-due-ulcere-cose-e-quali-sono-le-possibili-cause-del-problema/p1/;33008;31391;248,21;31346;52,47%;94,91%;0,00
/innovazione/scienze/luna-piena-delle-fragole-oggi-domenica-4-giugno-2023-a-che-ora-vederla-e-perche-si-chiama-cosi/;32579;29907;282,10;29294;61,50%;90,36%;0,00
/innovazione/scienze/scienziati-italiani-scoprono-molecola-che-blocca-le-cellule-tumorali-speranze-per-nuovi-farmaci/;32557;30030;265,51;29409;74,32%;90,42%;0,00
/innovazione/tecnologia/la-corsa-allattivista-di-dario-nardella-e-gia-virale-tutti-i-meme-sul-sindaco-di-firenze/;32495;28325;230,66;28032;66,33%;85,11%;0,00
/innovazione/scienze/forse-abbiamo-capito-cosa-viviamo-negli-istanti-che-precedono-la-morte/;32471;30087;230,81;28263;51,56%;86,79%;0,00
/innovazione/scienze/long-flu-cose-la-sindrome-post-influenza-simile-al-long-covid-quanto-dura-e-quali-sono-i-sintomi/;32468;29199;216,54;29038;55,76%;89,08%;0,00
/innovazione/scienze/la-cina-costruira-una-gigantesca-nave-portacontainer-a-propulsione-nucleare-la-piu-grande-del-mondo/;32293;29953;320,69;29612;74,28%;91,01%;0,00
/innovazione/OLD_scienze.fanpage.it/i-5-ragni-piu-pericolosi-in-italia-ecco-quali-sono-e-dove-si-trovano/;32192;28699;303,74;28576;32,66%;88,25%;0,00
/innovazione/scienze/come-vedere-i-satelliti-starlink-e-la-iss-nel-cielo-della-propria-citta/;32035;29152;416,89;28064;53,11%;88,60%;0,00
/innovazione/tecnologia/il-curioso-caso-di-bryan-johnson-limprenditore-che-investe-milioni-di-dollari-per-ringiovanire-come-benjamin-button/;31928;29368;377,98;28532;53,02%;90,17%;0,00
/innovazione/tecnologia/quali-sono-i-tre-errori-di-costruzione-che-hanno-portato-allimplosione-del-titan/;31910;27451;316,93;26995;62,38%;84,00%;0,00
/innovazione/tecnologia/la-corsa-degli-youtuber-in-lamborghini-era-la-corsa-verso-un-mondo-che-non-esiste/;31899;28419;271,80;26872;60,85%;84,41%;0,00
/innovazione/tecnologia/perche-loggetto-misterioso-sulle-spiagge-dellaustralia-e-stato-portato-in-un-luogo-segreto/;31889;29479;297,56;28309;54,25%;89,42%;0,00
/innovazione/OLD_tech.fanpage.it/guide/;31822;11404;268,99;7285;57,58%;23,97%;0,00
/innovazione/scienze/possibili-tracce-di-vita-aliena-rilevate-su-un-pianeta-vicini-a-scoperta-rivoluzionaria/;31608;29046;300,47;28507;47,66%;89,64%;0,00
/innovazione/tecnologia/whatsapp-lancia-ufficialmente-le-chat-segrete-le-conversazioni-che-potrai-leggere-solo-tu/;31521;29218;268,18;28529;62,32%;89,65%;0,00
/innovazione/tecnologia/buon-san-valentino-2023-immagini-romantiche-e-gif-divertenti-per-gli-auguri-il-14-febbraio/;31357;26162;218,04;25929;61,01%;82,62%;0,00
/innovazione/scienze/il-25-marzo-magnifico-allineamento-con-5-pianeti-e-la-falce-di-luna-come-vederli-e-riconoscerli/;31283;26321;177,39;25826;55,39%;82,96%;0,00
/innovazione/tecnologia/chatgpt-supera-i-test-di-informatica-alluniversita-di-torino-gli-studenti-devono-imparare-a-usarlo/;31118;29050;322,09;28301;67,08%;90,21%;0,00
/innovazione/scienze/cancro-scoperto-interruttore-che-attiva-la-morte-delle-cellule-tumorali-possibile-svolta/;30835;28086;206,66;27629;58,92%;89,33%;0,00
/innovazione/tecnologia/torna-a-terra-lastronauta-che-ha-passato-piu-tempo-nello-spazio-in-tutta-la-storia-della-nasa/;30689;28547;312,15;27978;68,34%;90,28%;0,00
/innovazione/scienze/abbiamo-appena-capito-perche-aggiungere-il-latte-al-caffe-fa-bene-alla-salute/;30538;27117;173,71;26655;79,96%;87,65%;0,00
/innovazione/scienze/forse-abbiamo-capito-perche-alcune-persone-non-si-ammalano-di-covid/;30496;27506;144,61;26889;80,62%;87,82%;0,00
/innovazione/tecnologia/it-alert-in-calabria-alle-12-sui-cellulari-il-messaggio-per-il-test-del-sistema-di-allarme-pubblico/;30476;26495;251,43;26050;49,60%;83,34%;0,00
/innovazione/tecnologia/alla-fine-elon-musk-ha-chiesto-a-mark-zuckerberg-di-confrontare-la-lunghezza-del-loro-pene/;30463;28449;288,02;27225;59,90%;89,48%;0,00
/innovazione/scienze/le-7-meduse-piu-pericolose-del-mediterraneo-come-riconoscerle/;30383;25757;229,86;25691;38,59%;83,63%;0,00
/innovazione/tecnologia/quanto-guadagna-davvero-un-ingegnere-a-google-i-numeri-trapelati-dal-documento-aziendale/;30303;27995;325,19;27621;61,76%;90,44%;0,00
/innovazione/scienze/identificato-un-nuovo-sottotipo-di-depressione-spiega-perche-i-farmaci-non-sono-sempre-efficaci/;30274;27270;291,16;26594;68,76%;88,04%;0,00
/innovazione/shopping-news/migliori-crocchette-per-cani-2023-come-sceglierle-e-classifica-delle-top-in-vendita/;30191;27866;399,84;27819;43,95%;92,05%;0,00
/innovazione/tecnologia/cosa-si-e-rotto-nella-testa-di-elon-musk/;30190;28275;393,25;27200;67,49%;88,63%;0,00
/innovazione/scienze/cosa-sono-i-batteri-mangia-carne-sintomi-prevenzione-e-cura-della-fascite-necrotizzante/;30178;28053;320,80;27454;67,77%;90,34%;0,00
/innovazione/tecnologia/il-vaticano-ha-fatto-un-richiesta-un-po-stramba-a-elon-musk/;30161;27986;266,80;27081;70,16%;89,55%;0,00
/innovazione/tecnologia/parte-domani-starship-il-razzo-che-portera-lumanita-su-marte-dove-vedere-il-lancio/;30149;27250;271,09;26660;59,59%;87,23%;0,00
/innovazione/tecnologia/la-foto-virale-di-papa-francesco-con-il-piumino-bianco-e-falsa-vi-spieghiamo-come-e-stata-creata/;30135;27512;163,83;26005;59,61%;85,06%;0,00
/innovazione/scienze/quali-sono-i-sintomi-covid-delle-nuove-varianti-xbb-di-omicron-facciamo-chiarezza/;30087;26632;223,65;26024;61,20%;86,31%;0,00
/innovazione/tecnologia/aruba-down-oggi-problemi-con-mail-pec-e-domini-perche-non-funziona-e-cosa-sta-succedendo/;30071;26946;406,67;26890;36,30%;88,82%;0,00
/innovazione/tecnologia/cosa-ha-risposto-intesa-sanpaolo-ai-clienti-che-si-lamentano-del-passaggio-a-isybank/;30019;27410;247,14;26553;56,25%;87,49%;0,00
/innovazione/tecnologia/come-sarebbero-i-membri-della-royal-family-con-un-lavoro-normale-la-satira-dellia/;30018;26678;201,57;25662;69,04%;85,74%;0,00
/innovazione/scienze/presto-sara-svelato-il-mistero-della-sirena-delle-fiji-la-creatura-sottoposta-a-raggi-x-e-tc/;29971;27515;185,13;26822;56,67%;89,33%;0,00
/innovazione/scienze/la-fuga-verso-la-liberta-di-primo-malatesta-sciacallo-dorato-ferito-e-impallinato-dai-bracconieri/;29872;26199;204,08;25984;72,88%;85,98%;0,00
/innovazione/scienze/scimmie-creano-utensili-identici-a-quelli-dei-primi-ominidi-teorie-evolutive-da-rivedere/;29744;27228;254,24;26503;78,17%;89,06%;0,00
/innovazione/tecnologia/whatsapp-down-oggi-costa-sta-succedendo-allapp-di-messaggistica/;29727;28522;231,50;28334;62,73%;95,05%;0,00
/innovazione/scienze/il-22-febbraio-la-falce-di-luna-danza-con-venere-e-giove-quando-vederli-nel-cielo/;29624;24808;218,35;24291;52,45%;82,33%;0,00
/innovazione/tecnologia/anche-in-italia-si-puo-chiamare-senza-rete-cellulare-e-senza-whatsapp-come-funziona-il-vowifi/;29614;27265;294,53;27047;55,50%;90,95%;0,00
/innovazione/tecnologia/quanto-ha-guadagnato-il-generale-vannacci-dalla-vendita-del-mondo-al-contrario-su-amazon/;29444;27211;372,21;26690;60,04%;90,48%;0,00
/innovazione/tecnologia/cosa-sono-le-armi-basate-sui-nuovi-principi-della-fisica-di-cui-parla-putin/;29410;26832;369,62;26333;61,90%;89,31%;0,00
/innovazione/tecnologia/la-tiktoker-alessia-lanza-posa-nuda-nella-copertina-del-suo-primo-libro-e-una-sfida-con-me-stessa/;29408;28046;197,56;27974;31,20%;95,01%;0,00
/innovazione/scienze/creati-batteri-che-dipingono-bersagli-sui-tumori-e-ne-facilitano-la-distruzione-speranze-per-cura/;29315;27027;288,49;26271;77,01%;89,38%;0,00
/innovazione/scienze/luna-piena-oggi-29-settembre-2023-a-che-ora-vedere-la-superluna-del-raccolto-e-perche-si-chiama-cosi/;29305;26722;335,87;26488;58,16%;90,04%;0,00
/innovazione/tecnologia/cosa-sono-queste-porte-usb-che-trovate-attaccate-ai-muri/;29234;27305;266,43;26472;68,71%;91,29%;0,00
/innovazione/tecnologia/le-figlie-del-generale-vannacci-vogliono-fare-le-youtuber-e-non-sono-le-uniche/;29206;27036;272,65;26416;78,15%;90,08%;0,00
/innovazione/tecnologia/questa-fotografia-e-stata-squalificata-da-un-concorso-non-capiamo-se-e-creata-dallia/;29192;25932;222,07;25338;72,11%;86,11%;0,00
/innovazione/scienze/mozzarella-di-bufala-campana-dop-lanalisi-del-dna-rivela-cosa-la-rende-cosi-speciale/;29095;26829;253,80;26443;74,00%;90,80%;0,00
/innovazione/scienze/perche-madri-e-figli-hanno-maggiori-probabilita-di-nascere-nello-stesso-mese/;29077;27154;210,14;26737;82,51%;92,10%;0,00
/innovazione/scienze/casi-e-morti-per-covid-in-aumento-pregliasco-prevedibile-possibile-fiammata-di-eris-in-autunno/;29049;26652;332,64;26183;66,69%;89,08%;0,00
/innovazione/scienze/perche-i-nuovi-allevamenti-di-polpi-preoccupano-gli-scienziati/;29026;26767;222,99;26207;80,86%;90,84%;0,00
/innovazione/scienze/la-velocita-di-espansione-delluniverso-misurata-dal-telescopio-james-webb-sconcerta-gli-scienziati/;28912;25790;333,47;25132;59,52%;85,12%;0,00
/innovazione/tecnologia/now-and-then-e-una-maledetta-nuova-canzone-dei-beatles-state-tutti-zitti/;28884;26187;342,28;25945;64,85%;89,26%;0,00
/innovazione/tecnologia/apre-in-italia-il-primo-supermercato-senza-casse-e-carrelli-come-funziona/;28877;26487;227,90;25831;71,87%;89,63%;0,00
/innovazione/tecnologia/dove-il-cuore-riposa-e-lansia-scompare-lorigine-e-il-significato-del-nuovo-trend-su-instagram/;28844;27150;343,45;26978;51,73%;93,31%;0,00
/innovazione/tecnologia/cosa-sono-i-caccia-f-16-e-perche-lucraina-chiede-proprio-questi-aerei-agli-usa/;28837;25470;259,25;24930;65,43%;85,80%;0,00
/innovazione/scienze/la-luna-piena-rosa-oggi-giovedi-6-aprile-2023-quando-vederla-e-perche-si-chiama-cosi/;28797;26425;312,93;25997;57,24%;90,56%;0,00
/innovazione/scienze/sente-rumori-e-ticchettii-nellorecchio-per-giorni-medici-scoprono-un-ragno-nel-canale-uditivo/;28764;26692;270,17;26294;61,03%;90,99%;0,00
/innovazione/scienze/quanto-costa-unora-di-condizionatore/p1/;28729;26983;256,09;26920;57,44%;93,51%;0,00
/innovazione/scienze/stasera-possibili-aurore-polari-nei-cieli-ditalia-tempesta-geomagnetica-g3-in-corso/;28683;25714;200,44;25372;56,04%;87,45%;0,00
/innovazione/scienze/intelligenza-artificiale-prevede-limpatto-di-tempeste-solari-mortali-con-30-minuti-di-preavviso/;28656;26851;289,69;26013;72,92%;91,25%;0,00
/innovazione/scienze/la-masturbazione-e-figlia-dellevoluzione-e-sana-e-ci-protegge-i-risultati-di-un-nuovo-studio/;28488;24315;153,75;22811;61,05%;80,68%;0,00
/innovazione/scienze/la-cometa-nishimura-visibile-a-occhio-nudo-nel-weekend-come-cercarla-nel-cielo-di-settembre/;28441;25539;329,89;24965;58,71%;87,71%;0,00
